Order ID,Order Date,Ship Date,Customer ID,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
Fq-7115-06512,2024-01-28,2024-02-01,aC-30250,Home Office,East,Office Supplies,Paper,A4 Copier Paper,604.03,7,0.2,-6.17
sa-7734-64007,2024-01-19,2024-01-24,Jl-45607,Home Office,South,Office Supplies,Pens,Ballpoint Pen,111.83,10,0.1,12.56
qG-2491-72405,2023-12-23,2023-12-26,aK-55824,Corporate,East,Furniture,Bookcases,Wooden Bookcase,519.68,1,0.3,-67.72
xH-9065-59758,2024-08-27,2024-09-01,gp-94003,Consumer,East,Furniture,Bookcases,Glass Bookcase,743.7,8,0.3,-75.42
Ny-7148-71616,2024-05-21,2024-05-26,cR-44241,Consumer,East,Office Supplies,Binders,Heavy-Duty Binder,75.15,10,0.1,11.03
ie-8645-65718,2025-05-02,2025-05-05,IJ-06178,Consumer,South,Office Supplies,Paper,Colored Printer Paper,502.52,9,0.0,112.03
CD-5758-97343,2024-11-06,2024-11-07,wX-02221,Corporate,West,Furniture,Tables,Adjustable Table B1,490.61,3,0.3,-53.33
mA-4128-26477,2025-01-07,2025-01-09,eK-13013,Corporate,South,Technology,Accessories,Logitech Mouse M325,178.72,5,0.1,22.02
MG-6857-38599,2025-02-01,2025-02-02,dr-92928,Home Office,West,Furniture,Tables,Adjustable Table B1,999.46,4,0.0,248.91
Ug-8193-33474,2024-12-21,2024-12-22,bf-70054,Consumer,East,Furniture,Tables,Meeting Table A2,275.66,4,0.2,10.72
RR-8188-29758,2025-04-10,2025-04-14,Ld-81436,Consumer,South,Office Supplies,Pens,Gel Ink Pen,576.37,9,0.2,4.26
NA-5354-60920,2023-10-29,2023-11-02,mU-84825,Consumer,South,Office Supplies,Binders,Heavy-Duty Binder,535.9,1,0.1,31.31
Ft-2862-17295,2024-05-28,2024-06-01,lX-73592,Consumer,South,Office Supplies,Pens,Gel Ink Pen,295.8,7,0.0,73.0
mW-8811-03077,2023-08-15,2023-08-18,nk-07486,Home Office,West,Office Supplies,Paper,A4 Copier Paper,558.33,6,0.0,129.36
ff-7598-86700,2024-12-19,2024-12-22,CV-44358,Consumer,East,Office Supplies,Pens,Ballpoint Pen,734.82,1,0.1,84.05
EA-7773-30698,2024-08-05,2024-08-10,BO-49490,Home Office,West,Technology,Accessories,Wireless Keyboard K120,880.76,2,0.3,-131.48
GA-9230-98481,2025-06-16,2025-06-18,Ee-38409,Home Office,East,Furniture,Chairs,Executive Chair Z3,679.36,10,0.0,132.48
DO-4613-87575,2024-07-01,2024-07-02,xs-60439,Home Office,Central,Furniture,Bookcases,Wooden Bookcase,96.31,6,0.1,13.27
mq-2871-03932,2024-12-13,2024-12-15,qF-03494,Consumer,East,Office Supplies,Pens,Ballpoint Pen,996.71,7,0.2,-12.35
Fh-6754-21009,2023-12-22,2023-12-23,Ww-94190,Corporate,South,Technology,Phones,Apple iPhone SE 2022,669.7,4,0.0,118.99
uQ-5235-98055,2024-10-26,2024-10-29,DS-07661,Consumer,South,Technology,Phones,Samsung Galaxy A53,343.02,2,0.1,48.59
Gj-7783-71987,2025-03-03,2025-03-06,UX-34057,Corporate,Central,Office Supplies,Paper,A4 Copier Paper,202.52,6,0.1,26.61
AY-6853-64138,2024-06-21,2024-06-26,IO-61170,Consumer,Central,Furniture,Chairs,Executive Chair Z3,658.98,3,0.2,4.8
hs-4850-88880,2024-09-05,2024-09-06,bq-24570,Corporate,South,Furniture,Tables,Meeting Table A2,857.72,8,0.3,-77.11
CZ-4777-67651,2024-10-20,2024-10-21,eq-68558,Consumer,East,Office Supplies,Binders,Heavy-Duty Binder,289.18,6,0.2,-2.91
Vc-7242-14153,2023-09-12,2023-09-14,aF-43067,Corporate,West,Technology,Accessories,Logitech Mouse M325,929.67,4,0.0,206.29
AQ-7571-57924,2024-06-18,2024-06-19,py-88959,Home Office,West,Office Supplies,Pens,Gel Ink Pen,624.27,1,0.1,54.3
iZ-7572-47449,2024-06-28,2024-06-29,JS-27416,Home Office,South,Furniture,Bookcases,Wooden Bookcase,785.32,1,0.1,69.53
ok-4547-17312,2023-07-07,2023-07-09,lz-97405,Home Office,West,Furniture,Chairs,Ergonomic Chair X1,101.78,4,0.2,1.03
FG-6190-27210,2023-11-26,2023-11-27,Eg-93459,Consumer,South,Office Supplies,Paper,Colored Printer Paper,487.89,10,0.1,27.93
zp-1241-18300,2024-08-16,2024-08-18,yf-92694,Home Office,West,Office Supplies,Pens,Ballpoint Pen,659.16,8,0.2,27.07
oj-3002-73752,2025-03-27,2025-03-30,mS-11658,Corporate,South,Furniture,Tables,Adjustable Table B1,818.06,10,0.1,97.54
ov-9526-97068,2023-10-05,2023-10-06,RU-20218,Home Office,Central,Technology,Phones,Apple iPhone SE 2022,129.16,10,0.2,3.71
JP-2256-66579,2025-02-02,2025-02-03,tz-45072,Corporate,Central,Office Supplies,Pens,Ballpoint Pen,453.41,6,0.1,33.85
iL-4757-82567,2023-11-10,2023-11-15,bz-99622,Consumer,South,Furniture,Chairs,Executive Chair Z3,910.67,8,0.0,216.57
Ar-4114-15848,2025-04-23,2025-04-26,Qn-87444,Home Office,East,Technology,Accessories,Logitech Mouse M325,32.63,7,0.0,8.03
Az-6520-39984,2025-04-11,2025-04-16,XC-87876,Consumer,South,Furniture,Tables,Meeting Table A2,206.47,10,0.2,-2.08
iH-6815-22642,2024-04-20,2024-04-21,CH-61549,Corporate,South,Technology,Accessories,Logitech Mouse M325,336.9,6,0.3,-49.59
oi-4913-73124,2024-05-23,2024-05-26,Sn-28075,Consumer,South,Office Supplies,Paper,A4 Copier Paper,628.59,8,0.0,104.91
WP-7784-32195,2024-07-29,2024-07-31,MT-27193,Home Office,Central,Furniture,Chairs,Ergonomic Chair X1,283.39,1,0.0,62.66
Qp-6933-78956,2024-09-05,2024-09-06,We-99586,Corporate,Central,Furniture,Tables,Meeting Table A2,73.47,10,0.1,9.2
nW-9101-36384,2023-12-29,2024-01-02,YK-57185,Consumer,West,Office Supplies,Pens,Ballpoint Pen,723.8,8,0.0,171.87
zg-5201-21336,2024-01-10,2024-01-13,wV-67686,Consumer,East,Furniture,Tables,Meeting Table A2,282.58,2,0.2,12.15
gB-8475-09802,2025-02-02,2025-02-03,NY-55576,Home Office,West,Office Supplies,Binders,3-Ring Binder,863.55,7,0.3,-47.73
PZ-3974-37586,2023-11-09,2023-11-13,WJ-90814,Corporate,West,Furniture,Chairs,Executive Chair Z3,880.83,5,0.1,61.62
ew-8091-39640,2023-12-21,2023-12-25,fz-26887,Corporate,East,Technology,Laptops,Dell Inspiron 15,446.23,7,0.2,-3.03
qF-8855-87954,2025-05-22,2025-05-24,lN-80355,Home Office,East,Furniture,Chairs,Executive Chair Z3,283.7,7,0.0,46.98
yv-2363-79598,2025-06-13,2025-06-18,wc-36695,Corporate,South,Office Supplies,Paper,Colored Printer Paper,717.58,8,0.0,179.05
Ye-2779-49306,2025-01-07,2025-01-11,Gf-79581,Corporate,East,Technology,Accessories,Logitech Mouse M325,875.1,10,0.0,153.85
Og-8733-43282,2024-10-23,2024-10-24,bC-49809,Consumer,South,Office Supplies,Paper,Colored Printer Paper,498.65,9,0.2,-7.7
sx-5876-57562,2024-09-21,2024-09-25,VP-83617,Home Office,Central,Office Supplies,Paper,Colored Printer Paper,176.95,7,0.3,-21.08
DL-5888-54340,2024-06-24,2024-06-25,QG-31835,Corporate,Central,Technology,Laptops,HP Pavilion x360,123.35,5,0.0,24.62
cz-0989-34810,2025-06-11,2025-06-14,OE-05637,Home Office,West,Furniture,Bookcases,Glass Bookcase,228.05,10,0.3,-11.82
Av-0307-28307,2023-09-21,2023-09-22,ep-07513,Corporate,West,Technology,Phones,Samsung Galaxy A53,211.56,4,0.1,28.66
lp-3642-99058,2023-09-09,2023-09-13,Xx-66563,Home Office,East,Furniture,Bookcases,Glass Bookcase,327.51,1,0.1,42.69
EH-3754-98360,2024-05-03,2024-05-06,GW-03116,Corporate,Central,Furniture,Tables,Meeting Table A2,109.4,6,0.1,11.07
Ns-2509-00164,2024-12-23,2024-12-25,ER-53657,Home Office,Central,Office Supplies,Pens,Ballpoint Pen,570.86,1,0.3,-35.25
VC-8171-65287,2024-04-27,2024-04-28,eb-20429,Consumer,West,Office Supplies,Pens,Ballpoint Pen,450.9,4,0.1,30.91
Li-7848-05795,2024-01-12,2024-01-16,YV-52678,Corporate,South,Technology,Accessories,Logitech Mouse M325,569.27,1,0.2,5.44
Ku-6218-16465,2023-10-24,2023-10-28,uZ-50493,Corporate,Central,Technology,Laptops,HP Pavilion x360,95.42,5,0.3,-13.77
tL-2799-84380,2024-06-03,2024-06-08,eD-49411,Corporate,Central,Office Supplies,Pens,Gel Ink Pen,578.53,6,0.3,-77.78
Po-5853-38718,2024-04-21,2024-04-23,Ix-24866,Corporate,West,Technology,Phones,Samsung Galaxy A53,61.84,7,0.2,0.43
sd-2260-35172,2024-05-16,2024-05-21,Ca-12224,Home Office,Central,Furniture,Bookcases,Wooden Bookcase,517.35,7,0.3,-72.82
LC-7679-52904,2024-02-04,2024-02-06,dr-49491,Home Office,West,Furniture,Tables,Meeting Table A2,319.09,8,0.0,78.75
Mx-6794-18323,2023-08-31,2023-09-01,Kl-76197,Home Office,Central,Office Supplies,Pens,Ballpoint Pen,515.98,8,0.1,67.65
pV-6523-51823,2023-08-23,2023-08-28,zd-84759,Home Office,South,Technology,Accessories,Wireless Keyboard K120,22.24,6,0.0,4.87
OR-7099-00088,2024-11-14,2024-11-18,yb-34488,Home Office,Central,Office Supplies,Paper,A4 Copier Paper,236.96,3,0.1,20.49
BX-4941-18291,2025-01-11,2025-01-13,yj-52065,Consumer,East,Office Supplies,Binders,Heavy-Duty Binder,124.87,7,0.3,-6.67
uB-9453-25606,2023-12-10,2023-12-15,MN-38933,Home Office,Central,Office Supplies,Pens,Gel Ink Pen,750.58,6,0.1,64.65
Nd-6959-85217,2024-02-04,2024-02-05,aC-45906,Consumer,Central,Technology,Laptops,HP Pavilion x360,470.48,10,0.2,-22.7
Fd-6614-19557,2025-02-02,2025-02-03,Jt-69391,Consumer,South,Furniture,Tables,Adjustable Table B1,807.53,6,0.1,73.75
Rn-3538-49187,2024-12-15,2024-12-17,Hp-01614,Home Office,South,Technology,Accessories,Logitech Mouse M325,331.02,2,0.2,7.72
gq-9393-39913,2023-10-10,2023-10-12,kF-39494,Home Office,West,Technology,Phones,Samsung Galaxy A53,647.48,5,0.1,51.31
Db-2934-92739,2024-01-15,2024-01-20,lr-50403,Consumer,South,Furniture,Bookcases,Glass Bookcase,313.62,9,0.2,-3.69
vm-4208-22338,2023-08-30,2023-09-01,uC-05546,Consumer,South,Technology,Accessories,Logitech Mouse M325,609.0,5,0.2,11.97
NW-7316-68662,2024-02-27,2024-03-02,Cv-81737,Home Office,Central,Office Supplies,Paper,Colored Printer Paper,203.71,7,0.0,38.81
ge-5413-29490,2023-08-25,2023-08-26,RE-42837,Home Office,East,Technology,Phones,Apple iPhone SE 2022,440.04,10,0.3,-54.76
TT-4394-55267,2024-12-08,2024-12-09,dV-75946,Consumer,East,Office Supplies,Pens,Gel Ink Pen,110.79,7,0.0,18.72
iU-8638-71136,2025-05-24,2025-05-28,HG-57069,Consumer,Central,Office Supplies,Binders,3-Ring Binder,551.08,4,0.3,-40.71
Ku-4537-20575,2025-01-23,2025-01-26,Jp-47459,Home Office,West,Technology,Accessories,Logitech Mouse M325,686.98,2,0.1,100.61
AW-4998-91589,2024-09-23,2024-09-24,Sq-16438,Home Office,Central,Furniture,Bookcases,Glass Bookcase,997.48,4,0.1,108.05
wv-7286-98093,2023-08-09,2023-08-11,zb-79955,Corporate,West,Furniture,Bookcases,Glass Bookcase,124.9,2,0.0,22.17
kM-9423-90230,2024-09-11,2024-09-15,Ci-22138,Consumer,East,Furniture,Chairs,Executive Chair Z3,712.46,4,0.3,-63.8
kl-8930-97665,2025-04-27,2025-05-01,uP-36712,Home Office,South,Technology,Phones,Apple iPhone SE 2022,396.93,1,0.3,-20.2
MX-8184-89898,2024-01-01,2024-01-05,nl-69932,Home Office,West,Technology,Accessories,Logitech Mouse M325,324.25,1,0.2,0.99
id-7466-52506,2023-10-18,2023-10-19,Pe-52260,Home Office,Central,Technology,Accessories,Logitech Mouse M325,382.31,8,0.2,-5.7
VV-1268-38189,2024-07-13,2024-07-17,Cj-97123,Corporate,West,Office Supplies,Binders,Heavy-Duty Binder,232.45,7,0.3,-15.56
gg-5110-22732,2024-06-02,2024-06-04,sR-92745,Home Office,South,Technology,Phones,Apple iPhone SE 2022,614.92,4,0.3,-77.61
lf-6862-40777,2024-04-11,2024-04-16,fU-83130,Consumer,West,Technology,Laptops,Dell Inspiron 15,168.19,2,0.1,22.2
sQ-9618-99843,2025-04-29,2025-04-30,ez-23440,Consumer,Central,Technology,Accessories,Logitech Mouse M325,423.77,7,0.3,-36.61
Xz-8450-67143,2023-12-11,2023-12-12,Od-93002,Home Office,South,Furniture,Bookcases,Wooden Bookcase,200.08,7,0.1,13.21
SK-8321-95437,2023-07-13,2023-07-18,lc-11650,Consumer,East,Office Supplies,Pens,Ballpoint Pen,508.71,9,0.3,-38.68
Tp-3011-51702,2025-02-21,2025-02-23,BF-76539,Home Office,West,Technology,Phones,Apple iPhone SE 2022,193.39,7,0.0,36.25
AF-7757-60663,2025-02-24,2025-02-26,rK-99529,Corporate,South,Technology,Phones,Samsung Galaxy A53,260.32,7,0.3,-36.11
zb-8681-18663,2023-12-18,2023-12-19,gD-11072,Consumer,West,Technology,Laptops,HP Pavilion x360,296.66,1,0.0,45.58
zE-2062-54158,2024-04-25,2024-04-27,ZG-94092,Corporate,Central,Technology,Phones,Samsung Galaxy A53,461.25,3,0.2,3.72
qf-5335-37299,2024-07-15,2024-07-17,Qo-24672,Home Office,West,Technology,Accessories,Logitech Mouse M325,133.92,9,0.0,31.43
Jx-8860-43231,2024-01-16,2024-01-17,FT-93305,Consumer,Central,Furniture,Chairs,Ergonomic Chair X1,830.92,1,0.3,-72.43
NX-8161-91922,2024-07-13,2024-07-14,vh-40145,Consumer,West,Office Supplies,Paper,A4 Copier Paper,196.9,9,0.0,39.53
Ji-5063-70294,2023-09-21,2023-09-22,yc-19197,Consumer,West,Office Supplies,Binders,Heavy-Duty Binder,514.31,3,0.1,66.75
ic-5998-47998,2025-05-28,2025-05-31,Xw-91486,Home Office,South,Technology,Phones,Samsung Galaxy A53,772.07,7,0.3,-99.75
Rt-4181-59481,2025-06-04,2025-06-05,JB-70278,Consumer,West,Office Supplies,Paper,A4 Copier Paper,193.47,4,0.2,3.31
Ga-1833-30276,2023-11-12,2023-11-13,Pq-28496,Corporate,East,Technology,Laptops,HP Pavilion x360,609.48,3,0.0,115.92
cH-4423-46952,2024-03-22,2024-03-27,bb-55071,Corporate,East,Furniture,Chairs,Ergonomic Chair X1,689.56,6,0.0,152.6
zX-6809-36092,2024-10-24,2024-10-27,uo-98408,Consumer,West,Office Supplies,Paper,Colored Printer Paper,121.01,2,0.0,25.66
TV-8191-17398,2025-02-16,2025-02-19,wc-28183,Corporate,East,Office Supplies,Binders,3-Ring Binder,75.24,1,0.2,1.22
mK-1476-98605,2024-09-25,2024-09-27,MT-99791,Consumer,East,Office Supplies,Binders,Heavy-Duty Binder,560.12,3,0.1,48.36
aJ-7675-65391,2024-06-04,2024-06-08,cC-15061,Corporate,East,Office Supplies,Binders,Heavy-Duty Binder,798.77,5,0.0,144.05
Im-7774-46248,2025-05-23,2025-05-27,CK-81523,Consumer,East,Office Supplies,Binders,3-Ring Binder,907.46,5,0.1,66.32
FF-6996-89145,2024-02-24,2024-02-26,TJ-36164,Consumer,West,Office Supplies,Binders,Heavy-Duty Binder,582.29,6,0.2,26.98
Pa-4225-68492,2024-07-23,2024-07-28,AF-37933,Corporate,South,Office Supplies,Paper,A4 Copier Paper,927.73,5,0.2,-3.3
Io-0214-67015,2025-04-03,2025-04-05,nE-50796,Home Office,West,Technology,Accessories,Wireless Keyboard K120,254.52,1,0.2,10.33
Bn-7369-45102,2024-03-10,2024-03-12,nI-44963,Home Office,South,Furniture,Bookcases,Glass Bookcase,795.3,9,0.3,-47.53
GP-0988-67436,2024-03-27,2024-03-30,Ao-49343,Home Office,Central,Office Supplies,Paper,Colored Printer Paper,318.13,2,0.3,-20.79
BO-9735-06523,2025-02-20,2025-02-25,HI-16597,Consumer,Central,Technology,Accessories,Logitech Mouse M325,351.24,8,0.1,52.03
Ec-1069-32218,2024-05-25,2024-05-28,Ac-85675,Consumer,West,Technology,Phones,Samsung Galaxy A53,163.91,3,0.2,0.68
Ci-8762-24848,2024-11-12,2024-11-17,PY-21712,Consumer,Central,Furniture,Tables,Adjustable Table B1,154.54,5,0.0,33.21
rc-1826-12883,2025-02-15,2025-02-17,zN-64207,Corporate,Central,Office Supplies,Pens,Ballpoint Pen,967.06,3,0.1,119.38
dB-8623-27668,2025-02-07,2025-02-12,ST-45486,Consumer,South,Technology,Accessories,Wireless Keyboard K120,594.4,8,0.1,34.7
uS-4564-95498,2023-12-31,2024-01-03,kn-60007,Corporate,West,Technology,Phones,Apple iPhone SE 2022,606.7,8,0.0,109.98
Us-4682-51325,2025-06-03,2025-06-05,gh-71264,Corporate,Central,Furniture,Chairs,Executive Chair Z3,550.62,1,0.1,59.73
Fj-4644-18533,2023-09-08,2023-09-12,SH-35904,Consumer,Central,Office Supplies,Pens,Ballpoint Pen,843.09,6,0.3,-112.88
jg-9795-52733,2024-12-23,2024-12-26,YL-12815,Corporate,South,Office Supplies,Pens,Ballpoint Pen,84.4,7,0.3,-10.64
Nk-0553-71301,2024-04-21,2024-04-22,Ut-00827,Corporate,South,Furniture,Bookcases,Wooden Bookcase,239.52,8,0.3,-20.54
DZ-3246-40472,2025-02-25,2025-03-01,yL-04794,Corporate,West,Office Supplies,Pens,Ballpoint Pen,621.14,4,0.3,-57.22
Dt-5237-14227,2025-04-30,2025-05-02,IK-67440,Corporate,East,Office Supplies,Paper,Colored Printer Paper,969.04,10,0.1,141.44
Fi-5889-22262,2023-12-13,2023-12-14,gu-27144,Home Office,South,Furniture,Bookcases,Wooden Bookcase,980.86,8,0.1,59.69
do-6740-14830,2023-10-14,2023-10-15,VE-57238,Corporate,Central,Office Supplies,Paper,Colored Printer Paper,304.61,10,0.2,-8.9
Pr-7696-20592,2023-07-25,2023-07-26,CG-87054,Corporate,Central,Technology,Phones,Samsung Galaxy A53,788.82,9,0.0,132.61
dr-7362-74618,2023-08-05,2023-08-06,Ri-87231,Corporate,Central,Furniture,Chairs,Executive Chair Z3,641.61,3,0.1,37.49
zp-8652-22874,2023-06-21,2023-06-26,bu-88301,Consumer,Central,Furniture,Chairs,Executive Chair Z3,620.59,4,0.3,-60.39
FQ-9486-67997,2023-08-26,2023-08-29,Jz-25081,Corporate,East,Technology,Phones,Apple iPhone SE 2022,594.99,3,0.0,106.3
va-9044-60491,2025-02-15,2025-02-18,nq-95870,Home Office,East,Furniture,Tables,Meeting Table A2,794.52,2,0.3,-78.86
qL-9578-02810,2024-07-19,2024-07-20,PM-14818,Consumer,East,Furniture,Tables,Meeting Table A2,22.45,6,0.1,2.79
kp-7666-43390,2024-08-07,2024-08-10,qu-26066,Corporate,West,Furniture,Chairs,Ergonomic Chair X1,380.58,2,0.1,37.04
qk-6463-86999,2023-08-18,2023-08-23,FN-79011,Consumer,West,Furniture,Chairs,Executive Chair Z3,591.66,3,0.3,-83.98
sd-9372-09528,2023-10-23,2023-10-28,gV-23847,Consumer,South,Furniture,Chairs,Executive Chair Z3,232.81,5,0.1,17.66
Wk-9929-88398,2024-05-28,2024-05-31,xJ-14498,Consumer,West,Technology,Laptops,Dell Inspiron 15,94.73,7,0.3,-11.89
pX-0954-92023,2023-09-14,2023-09-19,aw-81607,Corporate,Central,Office Supplies,Pens,Gel Ink Pen,570.36,2,0.0,98.88
WE-3884-82533,2023-12-01,2023-12-06,BD-30668,Corporate,East,Office Supplies,Binders,3-Ring Binder,949.59,10,0.0,169.75
Xu-0025-96765,2024-08-30,2024-09-02,qS-77270,Home Office,Central,Furniture,Bookcases,Wooden Bookcase,993.02,2,0.2,-13.64
vB-8068-95118,2024-06-21,2024-06-23,Ag-70580,Home Office,East,Office Supplies,Binders,Heavy-Duty Binder,313.1,6,0.2,-7.84
Cb-9662-03114,2024-09-25,2024-09-30,zL-86465,Home Office,South,Office Supplies,Paper,A4 Copier Paper,859.07,7,0.2,-19.38
yX-1733-58912,2024-10-09,2024-10-14,aD-12954,Home Office,South,Office Supplies,Binders,3-Ring Binder,885.13,4,0.2,-8.28
Wq-0149-15437,2025-02-08,2025-02-09,Jc-12029,Corporate,West,Technology,Laptops,HP Pavilion x360,401.36,9,0.2,-8.76
mo-4783-36865,2024-03-02,2024-03-06,hE-85519,Consumer,West,Office Supplies,Paper,Colored Printer Paper,479.64,9,0.3,-42.62
QD-0841-83054,2023-07-25,2023-07-29,qM-88638,Corporate,Central,Office Supplies,Binders,Heavy-Duty Binder,943.3,7,0.2,-28.53
Iw-5577-00138,2023-08-02,2023-08-05,Ol-92344,Corporate,Central,Technology,Phones,Samsung Galaxy A53,576.17,2,0.3,-55.72
yc-8880-73069,2023-12-05,2023-12-06,SR-81116,Consumer,East,Technology,Phones,Samsung Galaxy A53,359.1,6,0.3,-18.53
uP-7465-21047,2024-04-12,2024-04-16,wO-02120,Corporate,East,Technology,Accessories,Wireless Keyboard K120,48.51,2,0.3,-6.22
XS-9702-14233,2024-05-22,2024-05-27,jM-74352,Corporate,South,Furniture,Chairs,Ergonomic Chair X1,735.73,7,0.3,-96.11
Ag-5122-16623,2024-02-10,2024-02-11,sI-47095,Corporate,Central,Technology,Laptops,HP Pavilion x360,579.92,4,0.2,16.53
tr-8689-92598,2024-09-20,2024-09-21,Bl-79895,Home Office,South,Furniture,Tables,Meeting Table A2,612.62,4,0.3,-79.28
bD-3929-83249,2025-01-10,2025-01-15,KJ-36742,Consumer,South,Technology,Accessories,Logitech Mouse M325,67.78,4,0.3,-8.55
at-0252-31406,2024-10-24,2024-10-25,gm-35989,Corporate,South,Furniture,Bookcases,Wooden Bookcase,762.44,5,0.1,90.73
Av-4341-54884,2025-02-28,2025-03-01,dv-22781,Corporate,South,Furniture,Tables,Meeting Table A2,546.39,2,0.0,131.4
Pg-9947-05899,2023-09-23,2023-09-26,Gc-52508,Corporate,South,Office Supplies,Paper,Colored Printer Paper,639.1,7,0.3,-44.69
XI-8503-82166,2024-07-21,2024-07-22,sP-54545,Corporate,West,Technology,Accessories,Wireless Keyboard K120,210.8,2,0.1,26.82
Ry-3187-62611,2025-01-15,2025-01-20,WJ-51329,Home Office,South,Office Supplies,Paper,Colored Printer Paper,100.86,3,0.0,21.33
WB-0588-76898,2024-03-22,2024-03-23,Xh-49550,Corporate,East,Office Supplies,Binders,3-Ring Binder,878.27,7,0.1,55.8
kd-4306-31227,2025-04-28,2025-04-29,HP-74117,Home Office,South,Technology,Laptops,HP Pavilion x360,969.38,5,0.1,94.89
sq-3679-77336,2025-02-07,2025-02-10,pc-82328,Home Office,South,Office Supplies,Pens,Ballpoint Pen,835.51,4,0.1,46.19
ev-8291-61515,2023-06-25,2023-06-30,Cm-33928,Home Office,Central,Office Supplies,Pens,Gel Ink Pen,554.72,5,0.0,107.74
iX-2463-04679,2025-02-18,2025-02-21,am-89392,Corporate,East,Furniture,Bookcases,Wooden Bookcase,430.56,1,0.3,-52.72
Jt-3884-18560,2023-10-04,2023-10-09,cM-20017,Corporate,South,Technology,Accessories,Wireless Keyboard K120,935.97,2,0.0,189.15
qN-0653-35981,2024-09-27,2024-10-02,Te-58651,Consumer,South,Furniture,Bookcases,Glass Bookcase,593.48,6,0.1,65.98
Wm-9513-46377,2024-06-25,2024-06-30,lN-72387,Home Office,Central,Office Supplies,Binders,Heavy-Duty Binder,376.33,10,0.3,-32.57
tn-5363-67163,2023-11-03,2023-11-05,Vh-41028,Consumer,Central,Furniture,Chairs,Executive Chair Z3,939.88,3,0.2,18.94
PA-1793-13016,2024-12-12,2024-12-16,vS-49027,Home Office,South,Furniture,Bookcases,Wooden Bookcase,508.55,3,0.1,44.82
JK-4160-67889,2025-01-19,2025-01-22,lY-30657,Consumer,Central,Technology,Laptops,HP Pavilion x360,711.4,8,0.1,67.7
On-7386-42940,2024-05-10,2024-05-11,GA-06353,Corporate,Central,Technology,Phones,Samsung Galaxy A53,959.78,4,0.2,-8.85
Aj-0039-40778,2024-07-03,2024-07-05,ak-12568,Home Office,West,Technology,Laptops,HP Pavilion x360,649.46,6,0.0,112.47
Hm-3857-59002,2024-06-01,2024-06-02,Ll-58150,Consumer,West,Office Supplies,Pens,Gel Ink Pen,312.09,1,0.2,-7.85
nE-8562-54450,2023-09-01,2023-09-04,Yj-37420,Corporate,South,Technology,Phones,Samsung Galaxy A53,464.06,4,0.3,-67.43
mV-0881-81947,2025-05-20,2025-05-21,Qz-18363,Home Office,Central,Furniture,Bookcases,Glass Bookcase,690.01,10,0.3,-64.6
WO-2041-67070,2025-06-06,2025-06-08,ia-86891,Corporate,West,Furniture,Bookcases,Wooden Bookcase,284.41,10,0.2,11.13
Bc-8476-52290,2024-03-26,2024-03-28,ht-07031,Consumer,East,Office Supplies,Binders,Heavy-Duty Binder,173.62,6,0.0,36.27
iK-4495-64658,2024-11-30,2024-12-02,CP-26521,Corporate,West,Furniture,Bookcases,Glass Bookcase,133.55,8,0.1,13.13
mU-5239-68185,2024-10-17,2024-10-20,Yg-66161,Consumer,South,Office Supplies,Paper,Colored Printer Paper,493.13,7,0.3,-29.29
GG-2429-15117,2025-03-14,2025-03-18,pE-36506,Home Office,South,Office Supplies,Paper,Colored Printer Paper,636.45,2,0.0,101.03
SR-3789-58764,2025-03-25,2025-03-27,sr-16110,Home Office,Central,Office Supplies,Paper,Colored Printer Paper,611.53,6,0.3,-36.42
rC-0349-76505,2023-12-16,2023-12-21,QA-04364,Home Office,South,Furniture,Bookcases,Glass Bookcase,470.43,1,0.3,-39.59
Zy-1558-46166,2025-05-18,2025-05-22,fu-67109,Consumer,South,Technology,Laptops,Dell Inspiron 15,408.93,7,0.2,-16.77
Dg-1487-97023,2025-01-19,2025-01-22,pC-45272,Consumer,East,Furniture,Chairs,Executive Chair Z3,490.42,9,0.3,-56.94
gG-1195-49755,2023-09-13,2023-09-15,Lc-91774,Corporate,Central,Technology,Accessories,Logitech Mouse M325,846.79,3,0.0,140.91
Ne-5526-36947,2024-04-21,2024-04-26,Yh-98825,Corporate,Central,Office Supplies,Pens,Ballpoint Pen,764.8,10,0.3,-72.33
Qy-0507-91447,2023-09-29,2023-09-30,cU-46496,Consumer,Central,Technology,Laptops,Dell Inspiron 15,691.98,7,0.1,83.99
xn-3566-25124,2024-01-24,2024-01-27,pn-71587,Corporate,Central,Office Supplies,Paper,Colored Printer Paper,799.51,7,0.1,73.91
Km-9935-43710,2025-03-24,2025-03-27,RO-24563,Consumer,South,Office Supplies,Paper,A4 Copier Paper,513.58,6,0.0,86.17
uY-5803-80897,2024-05-02,2024-05-03,gL-30497,Consumer,Central,Technology,Phones,Apple iPhone SE 2022,650.19,6,0.1,42.9
jn-8162-57325,2024-11-05,2024-11-10,hc-98798,Home Office,Central,Office Supplies,Binders,3-Ring Binder,263.61,4,0.1,33.45
VE-8878-80414,2024-09-19,2024-09-20,VP-89689,Home Office,West,Furniture,Bookcases,Glass Bookcase,90.67,1,0.1,12.6
PY-4205-32090,2023-08-13,2023-08-18,hE-65543,Home Office,East,Furniture,Tables,Adjustable Table B1,616.97,3,0.3,-87.56
zK-6063-34847,2024-01-26,2024-01-30,UV-35065,Corporate,East,Furniture,Tables,Adjustable Table B1,83.61,2,0.0,20.38
